Name,Team,Age,Pos,Level,G,AVG,OBP,SLG,AB,H,B2,B3,HR,R,RBI,BB,K,SB,CS,GIDP,PO
"Kjerstad, Heston",CASP,33,RF,ML,24,0.28599999999999998,0.32400000000000001,0.53300000000000003,105,30,9,1,5,18,15,6,19,0,0,10,0
"Klein, Matthew",ALTO,30,RF,ML,26,0.29099999999999998,0.40200000000000002,0.47699999999999998,86,25,2,1,4,18,15,16,17,0,0,7,0
"Klonoski, Jesse",ELP,26,LF,ML,13,0.115,0.115,0.115,26,3,0,0,0,0,1,0,3,0,0,0,0
"Kloth, Trevor",ERIE,31,2B,ML,26,0.22800000000000001,0.29699999999999999,0.26100000000000001,92,21,3,0,0,13,3,9,22,0,0,2,0
"Knepel, Jacob",OMA,32,LF,ML,13,0.217,0.25,0.30399999999999999,23,5,2,0,0,2,4,1,6,0,0,1,0
"Knight, Briley",TEX,34,LF,ML,24,0.26500000000000001,0.33,0.34899999999999998,83,22,7,0,0,8,11,8,10,1,3,6,1
"Koch, Torii",LAKE,32,RF,ML,18,0.33300000000000002,0.375,0.8,15,5,1,0,2,4,4,1,2,0,0,0,0
"Kohlmeier, Shane",ELP,29,RF,ML,7,0.26100000000000001,0.32,0.39100000000000001,23,6,3,0,0,4,4,2,2,0,0,2,0
"Koval Jr, Elijah",FRIS,31,2B,ML,23,0.24399999999999999,0.309,0.40699999999999997,86,21,3,1,3,10,9,8,20,0,0,5,0
"Kringle, Kris",ERIE,31,RF,ML,27,0.36,0.42299999999999999,0.7,100,36,8,1,8,18,25,11,12,0,0,3,0
"Kruczek, John",TEX,39,CF,ML,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Kruse, Ryan",WISC,39,C,ML,9,0.25,0.318,0.3,20,5,1,0,0,2,2,2,1,0,0,3,0
"Kulakowski, Adrian",IDA,27,C,ML,14,0.36,0.40699999999999997,0.44,25,9,2,0,0,1,6,2,1,0,0,0,0
"Kuthe, Dave",FRIS,25,RF,ML,24,0.24099999999999999,0.33700000000000002,0.47,83,20,2,1,5,8,11,12,16,3,1,3,0
"Lane, Somerset",LV,36,RF,ML,25,0.34799999999999998,0.375,0.40200000000000002,92,32,5,0,0,12,4,4,12,4,0,2,0
"Larimore, Roberto",SF,28,3B,ML,25,0.36099999999999999,0.39100000000000001,0.57399999999999995,61,22,7,0,2,11,8,3,7,0,0,3,0
"Laroque, Jonathan",OMA,33,2B,ML,26,0.30499999999999999,0.42099999999999999,0.51600000000000001,95,29,3,1,5,20,20,19,14,0,0,7,0
"Larose, Davy",SUGR,31,1B,ML,18,0.35299999999999998,0.38,0.55900000000000005,68,24,3,1,3,14,12,3,9,0,0,2,0
"Lasch, Joel",NORW,32,CF,ML,25,0.255,0.30299999999999999,0.48,102,26,7,2,4,14,16,7,31,2,1,3,0
"Lawrence, Ben",FRIS,30,C,ML,22,0.34799999999999998,0.40600000000000003,0.48899999999999999,92,32,6,2,1,16,8,9,10,0,0,2,0
"Leach, Zachary",PEOR,27,3B,ML,20,0.16200000000000001,0.27900000000000003,0.216,37,6,2,0,0,3,6,6,7,0,0,0,0
"Lee, Nap",DAY,26,2B,ML,10,0.105,0.19,0.105,19,2,0,0,0,4,1,2,2,2,0,0,0
"Lepaque, Francois",EDMO,37,LF,ML,26,0.27400000000000002,0.35499999999999998,0.36799999999999999,95,26,3,0,2,14,11,12,10,0,2,2,0
"Lewis, Ren",OMA,35,CF,ML,5,0.33300000000000002,0.41199999999999998,0.53300000000000003,15,5,0,0,1,3,1,2,5,0,0,0,0
"Lin, Frank",ELP,29,LF,ML,7,0.33300000000000002,0.33300000000000002,0.41699999999999998,12,4,1,0,0,1,3,0,1,0,1,0,0
"Linsey, Wendell",MAHO,24,RF,ML,19,0.24199999999999999,0.28599999999999998,0.48499999999999999,33,8,2,0,2,4,8,2,6,0,0,1,0
"Lippert, Maz",ALTO,36,CF,ML,25,0.30499999999999999,0.41099999999999998,0.32400000000000001,105,32,2,0,0,21,11,19,7,2,2,5,0
"Lira, Mike",SCRN,27,CF,ML,26,0.27600000000000002,0.38200000000000001,0.31,87,24,3,0,0,8,6,15,16,0,0,2,0
"Lopez, Walt",LV,24,3B,ML,24,0.21099999999999999,0.28599999999999998,0.32900000000000001,76,16,3,0,2,8,10,8,11,0,1,3,1
"Lord, Ralph",LOUI,31,RF,ML,13,8.6999999999999994E-2,0.125,8.6999999999999994E-2,23,2,0,0,0,1,1,1,8,0,0,2,0
"Lorts, Gary",OKC,31,1B,ML,23,0.23300000000000001,0.28999999999999998,0.24399999999999999,86,20,1,0,0,13,6,7,16,0,0,2,0
"Louissaint, Jerry",SF,27,C,ML,24,0.29399999999999998,0.34499999999999997,0.46100000000000002,102,30,8,0,3,16,14,8,10,3,2,0,0
"Luther, Lucius",BANG,25,3B,ML,25,0.374,0.39400000000000002,0.47299999999999998,91,34,7,1,0,18,12,3,8,0,0,5,0
"MacIntosh, Noodles",BANG,29,LF,ML,15,0.27300000000000002,0.33300000000000002,0.27300000000000002,11,3,0,0,0,3,1,1,2,3,1,0,0
"Magby, Jose",CHES,30,RF,ML,9,0.38900000000000001,0.38900000000000001,0.44400000000000001,18,7,1,0,0,2,1,0,2,1,1,2,0
"Maller, Timothy",SCRN,25,SS,ML,26,0.34300000000000003,0.40500000000000003,0.41899999999999998,105,36,3,1,1,17,10,11,7,0,0,7,0
"Mann, Mark",MAIN,29,2B,ML,26,0.30599999999999999,0.34,0.34699999999999998,98,30,4,0,0,10,13,5,10,0,0,4,0
"Manoogian, Deuce",BANG,31,LF,ML,26,0.314,0.38100000000000001,0.45100000000000001,102,32,6,1,2,14,14,11,18,0,0,5,0
"Manton, Dennis",PEOR,25,LF,ML,9,0.27600000000000002,0.41699999999999998,0.58599999999999997,29,8,0,0,3,6,6,7,5,1,0,2,0
"Maple, Moshe",LAKE,26,3B,ML,25,0.27500000000000002,0.32100000000000001,0.47099999999999997,102,28,5,0,5,18,21,7,24,0,0,3,0
"Marin, Cheech",OKC,30,1B,ML,23,0.32600000000000001,0.35599999999999998,0.47699999999999998,86,28,5,1,2,14,10,4,18,0,0,2,0
"Marinucci, Izzy",MAHO,27,2B,ML,17,0.35499999999999998,0.39400000000000002,0.58099999999999996,31,11,4,0,1,5,6,2,2,1,0,2,0
"Marriott, Francis",LOUI,25,SS,ML,23,0.253,0.3,0.44,75,19,3,1,3,10,12,5,20,0,0,2,0
"Martin, Mario",SF,24,3B,ML,27,0.35,0.39200000000000002,0.54700000000000004,117,41,11,0,4,19,24,8,23,0,0,6,0
"Matchette, Paul",IDA,26,2B,ML,24,0.23499999999999999,0.29199999999999998,0.36699999999999999,98,23,4,0,3,16,7,8,14,0,0,5,0
"Mauricio, Brian",SUGR,30,RF,ML,12,0.36399999999999999,0.48099999999999998,0.59099999999999997,22,8,2,0,1,6,7,5,3,0,0,1,0
"McCloud, Fox",CHES,30,SS,ML,26,0.26400000000000001,0.32200000000000001,0.36799999999999999,106,28,5,0,2,15,8,9,3,0,1,2,0
"McColl, Jerry",ALTO,31,C,ML,1,0.4,0.4,0.6,5,2,1,0,0,0,1,0,0,0,0,1,0
"McCray, Bill",ROME,32,1B,ML,26,0.25600000000000001,0.34300000000000003,0.311,90,23,5,0,0,9,9,12,21,0,0,5,0
"McDichael, Sleve",RICH,34,SS,ML,26,0.35899999999999999,0.41599999999999998,0.53300000000000003,92,33,4,0,4,16,13,9,16,0,0,2,0
"McDonald, Ron",NORW,24,LF,ML,25,0.23599999999999999,0.29899999999999999,0.34799999999999998,89,21,5,1,1,11,14,8,13,5,2,5,1
"McGaughy, Randall",TEX,36,SS,ML,25,0.32700000000000001,0.35599999999999998,0.34499999999999997,113,37,2,0,0,16,10,5,4,2,1,0,0
"McIntyre, George",FRIS,29,3B,ML,23,0.20699999999999999,0.24199999999999999,0.24099999999999999,87,18,1,1,0,4,4,4,10,1,2,5,0
"McMurray, Jim",LOUI,25,LF,ML,2,0.42899999999999999,0.42899999999999999,0.57099999999999995,7,3,1,0,0,1,0,0,2,0,0,0,0
"McNett, Wesley",MAHO,28,2B,ML,26,0.33300000000000002,0.41299999999999998,0.71899999999999997,96,32,2,1,11,21,26,13,17,0,0,3,0
"McNiell, Joe",SF,27,LF,ML,19,0.217,0.308,0.47799999999999998,23,5,1,1,1,4,4,3,6,2,0,0,0
"McPheron, Anthony",ROME,28,C,ML,6,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
"McWhorter, John",ERIE,26,3B,ML,26,0.24199999999999999,0.312,0.44400000000000001,99,24,6,1,4,14,16,10,32,0,0,2,0
"Melching, Jose",PEOR,30,SS,ML,25,0.20300000000000001,0.36199999999999999,0.219,64,13,1,0,0,7,6,16,14,0,1,7,0
"Mensick, Nemo",PEOR,31,2B,ML,25,0.36099999999999999,0.45100000000000001,0.64900000000000002,97,35,8,1,6,22,13,16,12,0,0,3,0
"Micelli, Anthony",CHES,27,2B,ML,26,0.32300000000000001,0.374,0.54500000000000004,99,32,7,0,5,15,24,8,21,0,0,1,0
"Michlin, Scott",LV,36,3B,ML,25,0.28699999999999998,0.32100000000000001,0.36599999999999999,101,29,8,0,0,10,9,5,7,0,0,10,0
"Mills, Sterling",AUCK,28,RF,ML,19,0.5,0.5,0.68799999999999994,16,8,3,0,0,2,0,0,2,1,0,2,0
"Moher, Douglas",PORT,34,CF,ML,24,0.312,0.41299999999999998,0.36599999999999999,93,29,3,1,0,17,9,16,7,1,4,0,1
"Moir, Stuart",CASP,25,3B,ML,1,0.25,0.25,0.25,4,1,0,0,0,0,2,0,0,0,0,1,0
"Moizoos, Ibrahim",RICH,24,LF,ML,24,0.30499999999999999,0.35899999999999999,0.45300000000000001,95,29,8,0,2,13,13,8,19,1,1,4,1
"Monterroso, Lawrence",ROME,29,2B,ML,13,0.28599999999999998,0.41199999999999998,0.35699999999999998,14,4,1,0,0,1,1,3,7,1,0,0,0
"Montgomery, Mayday",LAKE,32,CF,ML,25,0.27600000000000002,0.40799999999999997,0.41799999999999998,98,27,5,0,3,18,12,22,15,0,0,1,0
"Morena, Otto",TEX,31,3B,ML,25,0.35,0.40400000000000003,0.59,100,35,13,1,3,20,20,9,7,0,0,9,0
"Morris, Lucien",ERIE,29,SS,ML,26,0.26,0.317,0.44800000000000001,96,25,6,0,4,12,14,8,12,0,0,2,0
"Morris, Simon",NORW,29,1B,ML,15,0.23499999999999999,0.35,0.41199999999999998,17,4,0,0,1,4,1,3,4,2,0,1,0
"Moxie, Maxx",SUGR,27,3B,ML,26,0.255,0.311,0.378,98,25,3,0,3,12,14,8,16,0,0,6,0
"Murakami, Munetaka",RICH,26,3B,ML,26,0.34,0.36399999999999999,0.52400000000000002,103,35,9,2,2,18,16,4,15,2,0,4,0
"Murray, Maximilian",ELP,26,C,ML,25,0.24399999999999999,0.33,0.43,86,21,4,0,4,14,15,11,23,0,0,5,0
"Murrish, Lowell",FRIS,32,SS,ML,23,0.26400000000000001,0.33700000000000002,0.46200000000000002,91,24,6,0,4,17,12,10,11,0,2,4,0
"Naomi, Kyrie",MIDL,32,RF,ML,26,0.29399999999999998,0.36799999999999999,0.41199999999999998,102,30,4,1,2,15,16,12,9,0,0,0,0
"Newman, L.O.",PORT,27,C,ML,13,0.25,0.308,0.41699999999999998,12,3,0,1,0,0,2,1,1,0,0,1,0
"Nieland, Alfonso",EDMO,25,CF,ML,26,0.29899999999999999,0.34200000000000003,0.42099999999999999,107,32,4,3,1,16,11,7,9,11,3,2,0
"Nienaber, Edmundo",SCRN,29,3B,ML,25,0.28699999999999998,0.36799999999999999,0.41499999999999998,94,27,6,0,2,10,14,12,10,0,0,1,0
"Nissen, George",IDA,34,RF,ML,22,0.218,0.32200000000000001,0.34599999999999997,78,17,1,0,3,7,7,12,22,0,0,2,0
"Ogg, Harold",LAKE,21,C,ML,6,0.33300000000000002,0.375,0.4,15,5,1,0,0,2,1,1,3,0,0,0,0
"Ok, Jose",BANG,25,LF,ML,10,0.23499999999999999,0.23499999999999999,0.35299999999999998,17,4,2,0,0,0,4,0,2,0,0,1,0
"Olvera, Tom",LAKE,33,CF,ML,14,0.27800000000000002,0.40899999999999997,0.33300000000000002,18,5,1,0,0,5,3,4,2,0,0,0,0
"Oplinger, Gary",PEOR,27,RF,ML,26,0.32100000000000001,0.439,0.50600000000000001,81,26,6,0,3,12,21,17,19,0,0,1,0
"Outlaw, Dan",RICH,30,CF,ML,17,0.32300000000000001,0.4,0.58099999999999996,62,20,4,0,4,15,13,8,13,0,0,0,0
"Padilla, Joe",SCRN,34,1B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paquin, Sol",CASP,27,1B,ML,24,0.20499999999999999,0.32700000000000001,0.26500000000000001,83,17,3,1,0,13,3,15,19,0,0,1,0
"Parker, Rene",LAKE,29,2B,ML,22,0.33,0.38500000000000001,0.52300000000000002,88,29,3,1,4,14,15,8,21,0,0,2,0
"Pasha, Brandon",ALTO,33,1B,ML,25,0.30099999999999999,0.34499999999999997,0.46600000000000003,103,31,5,0,4,14,21,7,19,0,0,4,0
"Peck, Dean",SCRN,31,C,ML,26,0.314,0.32200000000000001,0.43,86,27,5,1,1,9,7,1,5,0,0,5,0
"Peeples, Ed",WISC,28,C,ML,26,0.309,0.435,0.57399999999999995,94,29,10,0,5,20,17,21,12,0,1,3,1
"Pendry, Brenton",WISC,36,1B,ML,26,0.25,0.312,0.38,100,25,4,0,3,19,16,9,22,0,0,2,0
"Pennant, George",NORW,26,SS,ML,25,0.308,0.36299999999999999,0.51,104,32,12,3,1,14,13,9,25,1,1,3,1
"Peralto, Sung",AUCK,24,SS,ML,26,0.317,0.34300000000000003,0.53500000000000003,101,32,8,1,4,17,31,4,17,4,4,1,0
"Perry, John",ROME,27,2B,ML,26,0.29799999999999999,0.36499999999999999,0.436,94,28,6,2,1,10,8,10,22,1,0,2,0
"Peterson, Chubbs",MAIN,24,RF,ML,25,0.33,0.38100000000000001,0.41299999999999998,109,36,6,0,1,13,12,9,10,0,2,2,1
"Pickelsimer, Logan",MIDL,34,LF,ML,17,0.154,0.2,0.21199999999999999,52,8,1,1,0,3,5,3,7,0,0,3,0
"Pierotti, Ben",MAIN,29,RF,ML,6,0.33300000000000002,0.46700000000000003,0.58299999999999996,12,4,0,0,1,2,4,3,3,0,0,1,0
"Pinder, Clifford",BANG,27,RF,ML,18,0.25,0.308,0.29199999999999998,24,6,1,0,0,2,1,2,3,0,0,0,0
"Placencia, Jordan",FRIS,25,3B,ML,5,0,0.1,0,9,0,0,0,0,0,1,1,1,0,0,0,0
"Pollard, Carlos",RICH,30,3B,ML,14,0.32400000000000001,0.34300000000000003,0.41199999999999998,34,11,0,0,1,5,6,1,13,2,0,0,0
"Pora, Jim",ERIE,27,RF,ML,8,0.154,0.214,0.38500000000000001,13,2,1,1,0,2,4,1,5,0,0,0,0
"Porter, Ham",PORT,29,C,ML,23,0.35799999999999998,0.44700000000000001,0.82699999999999996,81,29,5,0,11,19,25,13,17,0,0,1,0
"Porth, Bob",MAIN,30,1B,ML,25,0.34499999999999997,0.41199999999999998,0.40200000000000002,87,30,2,0,1,16,9,10,4,4,4,4,0
"Press, Tomas",PORT,25,RF,ML,5,0.3,0.41699999999999998,0.5,10,3,0,1,0,4,1,2,2,0,0,0,0
"Price, Manuel",CASP,24,3B,ML,18,0.38500000000000001,0.42899999999999999,0.61499999999999999,13,5,0,0,1,1,6,1,0,0,0,0,0
"Pufnstuf, H.R.",FRIS,35,RF,ML,10,0.29599999999999999,0.38700000000000001,0.40699999999999997,27,8,0,0,1,6,5,4,2,0,0,0,0
"Quintanilla, Jason",FRIS,23,CF,ML,23,0.20499999999999999,0.26300000000000001,0.29499999999999998,88,18,5,0,1,8,12,7,10,0,1,3,1
"Quinto, Marsh",CASP,26,C,ML,24,0.20300000000000001,0.27200000000000002,0.27,74,15,5,0,0,10,12,7,9,0,0,0,0
"Rawls, Toots",OKC,31,3B,ML,24,0.33700000000000002,0.39400000000000002,0.63200000000000001,95,32,4,0,8,20,25,9,14,0,0,0,0
"Ray, Irv",DAY,30,2B,ML,27,0.33600000000000002,0.37,0.40699999999999997,113,38,5,0,1,16,17,6,10,0,0,2,0
"Redmond, Bill",CHES,30,CF,ML,20,0.36,0.40699999999999997,0.36,25,9,0,0,0,3,0,2,2,1,0,0,0
"Reeve, Eric",OMA,32,C,ML,25,0.24199999999999999,0.33700000000000002,0.38500000000000001,91,22,7,0,2,10,18,13,27,0,0,4,0
"Rice, Andrew",CHES,39,2B,ML,23,0.187,0.26500000000000001,0.29299999999999998,75,14,2,0,2,8,4,8,12,0,0,0,0
"Rice, Antonio",FRIS,29,3B,ML,4,0.33300000000000002,0.38500000000000001,0.83299999999999996,12,4,0,0,2,2,2,1,4,0,0,0,0
"Richard, Rich",PORT,33,2B,ML,24,0.24399999999999999,0.33700000000000002,0.30199999999999999,86,21,2,0,1,7,8,12,15,0,0,3,0
"Richards, Roy",PEOR,26,C,ML,18,0.245,0.27500000000000002,0.51,49,12,4,0,3,6,7,2,1,0,0,4,0
"Riggleman, Gary",LAKE,30,C,ML,22,0.19,0.22,0.32900000000000001,79,15,6,1,1,8,9,3,13,0,0,5,0
"Rivera, Mike",CASP,31,1B,ML,7,0.42899999999999999,0.52900000000000003,0.5,14,6,1,0,0,1,2,3,0,0,0,1,0
"Robinson, Raul",FRIS,35,C,ML,5,6.7000000000000004E-2,6.7000000000000004E-2,0.13300000000000001,15,1,1,0,0,1,0,0,4,0,0,0,0
"Rowley, Charles",SCRN,30,2B,ML,26,0.25800000000000001,0.27300000000000002,0.41199999999999998,97,25,4,1,3,9,16,2,27,0,0,7,0
"Rudel, Richard",ROCK,28,RF,ML,6,0.33300000000000002,0.33300000000000002,0.33300000000000002,6,2,0,0,0,0,1,0,0,1,0,0,0
"Rudolph, Heath",CASP,34,1B,ML,5,0.14299999999999999,0.33300000000000002,0.14299999999999999,7,1,0,0,0,1,0,2,0,0,0,0,0
"Ruel, Muddy",ROCK,32,3B,ML,23,0.27500000000000002,0.36299999999999999,0.4,80,22,4,0,2,7,14,11,13,0,1,6,1
"Ruelas, Samuel",TEX,36,LF,ML,25,0.31,0.378,0.47,100,31,1,0,5,14,20,11,15,0,0,2,0
"Ruiz, Pedro",CASP,24,2B,ML,24,0.224,0.26300000000000001,0.30299999999999999,76,17,4,1,0,10,8,4,15,0,0,3,0
"Ruppel, Kyle",ROCK,35,C,ML,25,0.23499999999999999,0.375,0.36499999999999999,85,20,2,0,3,14,10,19,22,0,0,1,0
"Ryder, Jesse",AUCK,29,1B,ML,25,0.26900000000000002,0.315,0.36499999999999999,104,28,4,0,2,19,16,7,29,0,0,8,0
"Ryerson, Ned",FRIS,35,1B,ML,24,0.29899999999999999,0.39,0.54,87,26,7,1,4,12,16,13,20,0,0,3,0
"Sadler, Benito",WISC,37,3B,ML,2,0.125,0.125,0.125,8,1,0,0,0,0,1,0,0,0,0,1,0
"Salazar, Pedro",CHES,27,1B,ML,26,0.31,0.34499999999999997,0.54,113,35,11,0,5,22,15,6,19,0,0,5,0
"Sanchez, Roger",ROCK,32,1B,ML,25,0.29099999999999998,0.41299999999999998,0.53500000000000003,86,25,6,0,5,20,23,18,10,0,0,6,0
"Sanderman, Will",OMA,31,LF,ML,24,0.24099999999999999,0.313,0.33300000000000002,87,21,5,0,1,12,14,9,15,0,0,3,0
"Sanders, Jose",ELP,29,3B,ML,26,0.318,0.38300000000000001,0.4,85,27,3,2,0,10,16,9,6,0,0,2,0
"Schindler, Jimmy",ALTO,35,SS,ML,26,0.4,0.42899999999999999,0.51,100,40,6,1,1,13,15,5,12,0,0,3,0
"Scott, Dave",BANG,28,CF,ML,24,0.372,0.432,0.66300000000000003,86,32,5,1,6,17,17,9,13,3,2,3,1
"Scott, Rogelio",NORW,25,3B,ML,19,0.14299999999999999,0.14299999999999999,0.14299999999999999,28,4,0,0,0,2,1,0,5,1,0,1,0
"Seay, Jim",AUCK,29,3B,ML,20,0.308,0.308,0.308,13,4,0,0,0,4,0,0,3,0,1,0,0
"Sehnert, Jack",EDMO,36,C,ML,24,0.28599999999999998,0.33300000000000002,0.35699999999999998,84,24,3,0,1,11,12,6,11,0,0,2,0
"Selleck, John",MIDL,28,CF,ML,24,0.36099999999999999,0.378,0.44400000000000001,72,26,4,1,0,14,14,2,2,3,2,1,0
"Sharko, Bryan",BANG,28,SS,ML,26,0.29699999999999999,0.34499999999999997,0.441,111,33,7,0,3,17,16,8,21,3,6,2,1
"Sheladia, Bill",OMA,34,1B,ML,24,0.33,0.38100000000000001,0.54600000000000004,97,32,3,0,6,14,15,8,15,0,0,3,0
"Shelor Jr, Minh",PORT,32,3B,ML,8,0.33300000000000002,0.36,0.41699999999999998,24,8,2,0,0,4,4,1,2,0,0,2,0
"Shelton, Lawrence",IDA,30,SS,ML,23,0.26300000000000001,0.30599999999999999,0.4,80,21,2,0,3,12,10,5,19,0,0,1,0
"Sherretts, Brock",AUCK,28,2B,ML,26,0.28599999999999998,0.316,0.42,112,32,9,0,2,13,15,5,15,3,2,6,0
"Silva, Anthony",LAKE,31,RF,ML,22,0.23599999999999999,0.34,0.315,89,21,4,0,1,13,9,14,12,0,0,5,0
"Singer, Ron",ALTO,25,2B,ML,8,0.28999999999999998,0.371,0.58099999999999996,31,9,3,0,2,7,6,4,5,0,0,1,0
"Sirin, Michael",SF,23,RF,ML,25,0.311,0.40400000000000003,0.5,90,28,5,0,4,19,14,14,13,1,3,4,0
"Sittloh, Jacob",MAHO,31,CF,ML,20,0.35899999999999999,0.40500000000000003,0.56399999999999995,78,28,7,0,3,14,16,6,16,0,0,1,0
"Sloan, Anthony (2)",ERIE,31,CF,ML,26,0.34599999999999997,0.41899999999999998,0.40400000000000003,104,36,4,1,0,21,6,13,10,2,1,0,1
"Slusarski, Dan",ALTO,30,2B,ML,26,0.33,0.41799999999999998,0.48099999999999998,106,35,4,0,4,21,24,16,11,0,0,1,0
"Snider, Jack",ROME,26,CF,ML,5,0.58299999999999996,0.66700000000000004,0.58299999999999996,12,7,0,0,0,0,4,3,1,0,0,0,0
"Snow, Jon",NORW,28,LF,ML,25,0.29799999999999999,0.38700000000000001,0.52900000000000003,104,31,11,2,3,19,18,15,20,0,0,2,0
"Sockwell, Sam",MAHO,26,CF,ML,6,0.28599999999999998,0.31,0.60699999999999998,28,8,0,0,3,5,5,1,6,0,0,0,0
"Soules, John",RICH,24,SS,ML,7,7.0999999999999994E-2,7.0999999999999994E-2,7.0999999999999994E-2,14,1,0,0,0,0,0,0,2,0,0,0,0
"Spataro, Dominic",EDMO,36,3B,ML,26,0.191,0.24,0.28699999999999998,94,18,0,0,3,13,16,6,8,0,0,3,0
"Spidell, Joe",BANG,28,1B,ML,23,0.307,0.39500000000000002,0.46700000000000003,75,23,9,0,1,13,7,11,8,3,3,4,1
"Sprecher, Bill",SF,32,C,ML,26,0.17599999999999999,0.25,0.28599999999999998,91,16,1,0,3,12,14,9,25,0,1,0,1
"Stclair, Courtney",WISC,34,2B,ML,26,0.28699999999999998,0.33,0.372,94,27,5,0,1,9,13,6,7,0,0,9,0
"Stennis, William",LAKE,36,3B,ML,3,0.3,0.41699999999999998,0.5,10,3,2,0,0,1,3,2,2,0,0,0,0
"Stephens, Charles",IDA,26,RF,ML,3,0.66700000000000004,0.66700000000000004,0.66700000000000004,3,2,0,0,0,0,0,0,0,0,0,1,0
"Sterlace, Douglas",ERIE,25,1B,ML,26,0.316,0.4,0.51900000000000002,79,25,8,1,2,15,7,11,5,0,2,4,0
"Stokes, Grady",DAY,28,LF,ML,27,0.309,0.372,0.47299999999999998,110,34,6,0,4,20,16,11,15,0,0,2,0
"Sturgis, Lou",SUGR,28,3B,ML,26,0.25,0.308,0.45800000000000002,96,24,6,1,4,16,14,8,12,0,0,1,0
"Sweeney, Joe",EDMO,31,CF,ML,27,0.25700000000000001,0.29199999999999998,0.34699999999999998,101,26,4,1,1,13,8,5,12,4,4,3,0
"Thompson, Ralph (42)",PEOR,24,CF,DL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Threats, Alejandro",ROCK,29,CF,ML,8,0.375,0.375,0.5,8,3,1,0,0,0,0,0,0,0,0,0,0
"Tigano, Grady",PORT,27,LF,ML,15,0,0,0,4,0,0,0,0,3,0,0,1,1,0,1,0
"Torres, Dennis",ROCK,26,RF,ML,15,0.33300000000000002,0.38500000000000001,0.33300000000000002,12,4,0,0,0,2,0,1,1,0,0,0,0
"Trask, Cal",OMA,36,2B,ML,22,0.18,0.29099999999999998,0.22500000000000001,89,16,1,0,1,12,6,14,20,0,0,4,0
"Treptow, Dave",MAIN,34,CF,ML,23,0.33300000000000002,0.373,0.436,78,26,2,0,2,8,15,5,7,1,0,3,0
"Triola, Paul",FRIS,29,RF,ML,23,0.27500000000000002,0.37,0.47499999999999998,80,22,4,0,4,10,16,12,16,0,0,1,0
"Tunney, Isaac",EDMO,35,SS,ML,18,0.23699999999999999,0.29699999999999999,0.254,59,14,1,0,0,6,4,5,5,4,0,2,0
"Turkel, Israel",ROME,33,C,ML,26,0.35,0.39500000000000002,0.36199999999999999,80,28,1,0,0,6,8,6,12,8,3,2,0
"Unique, Ason",LOUI,26,3B,ML,26,0.30399999999999999,0.35499999999999998,0.58799999999999997,102,31,5,0,8,16,20,8,17,0,1,4,0
"Urquidez, Bobby",ERIE,27,C,ML,14,0.433,0.48499999999999999,0.73299999999999998,30,13,4,1,1,4,11,3,3,0,0,0,0
"Vandewater, Taran",OKC,30,1B,ML,23,0.38700000000000001,0.47199999999999998,0.624,93,36,8,1,4,24,17,15,14,3,0,4,0
"Vanhaitsma, Ben",ALTO,34,3B,ML,8,0.5,0.52900000000000003,0.68799999999999994,32,16,6,0,0,5,8,2,5,0,1,0,1
"Varga, Ignacio",WISC,36,LF,ML,26,0.34799999999999998,0.42299999999999999,0.38,92,32,3,0,0,8,8,12,12,0,0,5,0
"Varughese, Fritz",MIDL,30,2B,ML,12,9.0999999999999998E-2,9.0999999999999998E-2,0.182,11,1,1,0,0,1,1,0,3,1,0,0,0
"Vasquez, Bob",DAY,35,SS,ML,27,0.307,0.38100000000000001,0.53500000000000003,101,31,5,0,6,12,22,12,16,4,2,2,0
"Vasquez, Dick",OKC,31,SS,ML,23,0.27800000000000002,0.32700000000000001,0.45400000000000001,97,27,5,0,4,23,18,7,7,3,0,2,0
"Verrill, Johnnie",DAY,28,C,ML,24,0.29799999999999999,0.313,0.35099999999999998,94,28,5,0,0,7,8,2,9,0,0,0,0
"Vile, Durance",CASP,23,SS,ML,24,0.23899999999999999,0.32300000000000001,0.33,88,21,0,1,2,11,3,11,8,0,0,1,0
"Villalobos, Pete",NORW,25,2B,ML,25,0.26900000000000002,0.315,0.51900000000000002,104,28,9,1,5,20,23,7,20,0,0,3,0
"Visalli, Ronnie",LOUI,29,RF,ML,26,0.28899999999999998,0.36099999999999999,0.495,97,28,2,0,6,19,16,11,24,0,1,1,1
"Vorenus, Lucius",CASP,27,CF,ML,25,0.36599999999999999,0.40799999999999997,0.50900000000000001,112,41,10,0,2,16,8,8,10,0,0,3,0
"Wade, Bruno",ELP,25,1B,ML,26,0.23699999999999999,0.29699999999999999,0.36599999999999999,93,22,7,1,1,8,10,8,8,0,0,3,0
"Waldenmyer, Jordan",ROME,28,CF,ML,26,0.34399999999999997,0.42199999999999999,0.54200000000000004,96,33,10,0,3,17,12,13,18,0,1,2,0
"Walker, Jason",DAY,30,3B,ML,27,0.26200000000000001,0.36799999999999999,0.33600000000000002,107,28,6,1,0,8,4,18,7,0,0,13,0
"Wall, Truman",DAY,33,1B,ML,26,0.17,0.215,0.28399999999999997,88,15,4,0,2,8,8,5,14,0,0,8,0
