Name,Team,Age,Pos,Level,ERA,W,L,SV,BS,G,GS,CG,SHO,IP,K,BB,H,2B,3B,HR,SB,CS,BK,WP,PO,R,ER,AVG,OBP,SLG
"Meylan, Rudy",MIDL,24,P,ML,2.7,2,0,0,0,5,0,0,0,10,8,1,7,2,0,1,0,0,0,0,0,3,3,0.189,0.21099999999999999,0.32400000000000001
"Miller, Arthur",SUGR,29,P,ML,4.82,59,47,3,0,173,166,2,2,889.33,268,183,1103,161,13,100,73,24,3,44,0,513,476,0.29199999999999998,0.32500000000000001,0.42199999999999999
"Milliron, Otis",LAKE,25,P,ML,3.38,0,1,4,2,16,0,0,0,21.33,8,6,17,5,1,2,0,0,0,0,0,8,8,0.21,0.26400000000000001,0.37
"Monk, Adrian",EDMO,39,P,ML,4.4400000000000004,149,120,3,6,471,372,24,15,2348.67,1002,1002,2474,362,26,221,97,79,11,148,0,1260,1158,0.26,0.33,0.373
"Montiel, Alfredo",EDMO,24,P,ML,1.59,1,1,1,0,9,0,0,0,11.33,6,4,9,1,0,1,1,0,0,0,0,3,2,0.20899999999999999,0.27700000000000002,0.30199999999999999
"Moody, Dave",ELP,26,P,ML,4.58,12,19,0,0,39,39,2,0,218.33,146,82,241,40,4,22,15,7,0,12,0,113,111,0.26900000000000002,0.33,0.39600000000000002
"Morales, Alton",RICH,26,P,ML,5.0599999999999996,15,12,1,1,79,41,0,0,268.67,85,89,353,26,4,24,10,4,2,28,0,169,151,0.30499999999999999,0.35399999999999998,0.39600000000000002
"Morgan, Alan",ERIE,32,P,ML,5.38,60,63,0,1,195,181,13,7,1025.67,588,421,1176,221,25,132,29,25,4,80,0,665,613,0.27700000000000002,0.34200000000000003,0.433
"Morgan, Mac",PORT,35,P,ML,4.3,98,96,6,3,323,294,13,12,1792.67,1060,459,1937,306,23,168,105,37,7,74,0,932,857,0.26500000000000001,0.308,0.38200000000000001
"Mrazek, Jeffrey",DAY,35,P,ML,4.5999999999999996,95,103,3,8,377,291,8,3,1775.67,740,600,2128,223,12,146,118,67,9,98,0,994,908,0.28499999999999998,0.33900000000000002,0.377
"Muniz, Ernesto",ROME,32,P,ML,4.63,22,22,14,6,173,19,1,0,330.67,262,88,385,59,9,42,12,13,1,16,0,177,170,0.28000000000000003,0.32300000000000001,0.42699999999999999
"Murray, Matthew",IDA,25,P,ML,6.03,6,7,21,10,58,0,0,0,68.67,26,23,90,7,2,8,10,5,2,8,0,51,46,0.30399999999999999,0.35399999999999998,0.42199999999999999
"Nelson, Glenn",ELP,31,P,ML,4.2300000000000004,18,13,21,9,259,0,0,0,410.33,249,147,425,69,4,46,21,10,3,12,0,211,193,0.25700000000000001,0.317,0.38600000000000001
"Nguyen, Richard",SF,31,P,ML,5.01,76,62,2,1,209,194,18,5,1188.33,657,365,1385,252,21,163,44,21,3,52,0,704,661,0.28000000000000003,0.32900000000000001,0.438
"Nimmons, Don (3)",TEX,29,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Nixon, Brian (16)",MAIN,28,P,ML,5.36,12,11,3,2,112,26,0,0,253.33,156,72,322,33,6,30,18,7,0,4,0,154,151,0.29799999999999999,0.34100000000000003,0.42199999999999999
"Oestreich, Javier",MAIN,30,P,ML,5.23,38,52,1,4,170,124,3,2,716.33,632,303,790,146,14,104,28,18,6,34,0,450,416,0.26900000000000002,0.33700000000000002,0.434
"Olivas, Paul",SF,27,P,ML,12.6,0,4,2,3,13,0,0,0,15,15,9,26,7,1,3,0,0,0,0,0,21,21,0.36599999999999999,0.438,0.62
"Opal, Paul",LAKE,35,P,ML,4.57,20,17,32,11,285,0,0,0,402,155,176,426,84,10,42,32,15,6,20,0,243,204,0.26100000000000001,0.33300000000000002,0.40200000000000002
"Orscheln, Harry",CASP,35,P,ML,4.08,45,27,14,14,419,0,0,0,773.67,502,289,813,130,13,78,33,28,2,48,0,395,351,0.25900000000000001,0.32200000000000001,0.38400000000000001
"Pabey, Harold",EDMO,32,P,ML,5.47,42,50,13,10,261,95,0,0,694,506,273,822,127,19,106,41,26,2,38,0,464,422,0.28299999999999997,0.34499999999999997,0.44900000000000001
"Padley, Charlie",PORT,28,P,ML,2.92,3,2,12,0,59,2,0,0,92.33,48,48,80,11,2,4,1,1,2,6,0,31,30,0.224,0.316,0.3
"Palacios, Guillermo",SCRN,29,P,ML,5.58,12,24,3,2,63,43,1,1,243.67,139,134,283,55,5,34,18,6,1,12,0,159,151,0.27900000000000003,0.36299999999999999,0.44400000000000001
"Papaleo, Bob",ERIE,34,P,ML,4.9000000000000004,84,89,7,3,314,272,11,9,1512.33,816,727,1703,231,25,184,112,57,8,98,0,886,823,0.27300000000000002,0.34899999999999998,0.40600000000000003
"Patel, Nolan",TEX,35,P,ML,4.87,48,49,69,35,548,0,0,0,944.67,699,416,995,191,13,134,49,34,11,74,0,559,511,0.26,0.33200000000000002,0.42199999999999999
"Patel, Pi",NORW,27,P,ML,4.76,28,22,0,0,72,72,8,1,461.33,301,151,489,110,9,56,6,4,3,20,0,247,244,0.26100000000000001,0.316,0.41899999999999998
"Pearson, Erik",CASP,29,P,ML,4.5999999999999996,15,13,1,0,54,39,2,2,246.33,153,101,253,53,3,27,15,12,2,10,0,133,126,0.255,0.32400000000000001,0.39600000000000002
"Pederson, Jim",MIDL,29,P,ML,3.94,19,15,28,9,235,0,0,0,470.67,175,158,500,74,7,48,18,16,1,26,0,224,206,0.26200000000000001,0.318,0.38300000000000001
"Peiper, Ira",ALTO,28,P,ML,5.1100000000000003,5,7,4,2,105,0,0,0,153.33000000000001,63,50,175,34,3,20,12,1,1,4,0,97,87,0.27600000000000002,0.32800000000000001,0.433
"Pena, Walter",MAHO,30,P,ML,4.51,41,32,2,1,133,102,6,1,655,419,190,715,117,10,70,35,19,3,26,0,342,328,0.26700000000000002,0.315,0.39600000000000002
"Pennypacker, H.E.",WISC,35,P,ML,5.08,91,112,2,0,359,329,9,3,1821.33,927,539,2184,431,41,251,59,43,9,106,0,1117,1029,0.28599999999999998,0.33300000000000002,0.45100000000000001
"Peregrino, Antoine",ROCK,31,P,ML,5.49,10,14,21,9,199,0,0,0,285,191,69,344,62,8,45,6,5,1,20,0,179,174,0.28699999999999998,0.32600000000000001,0.46500000000000002
"Perez, Rube",ROCK,32,P,ML,3.13,9,2,3,2,99,0,0,0,115,34,34,111,12,3,9,4,3,0,12,0,44,40,0.24299999999999999,0.29599999999999999,0.34200000000000003
"Perrins, Jesus",SF,27,P,ML,6.06,14,16,11,9,141,0,0,0,243.67,163,115,297,63,5,35,8,7,1,10,0,173,164,0.28899999999999998,0.36,0.46200000000000002
"Perry, Cody",OMA,35,P,ML,4.71,14,12,5,5,104,34,1,1,233,124,54,277,51,3,33,9,7,1,12,0,133,122,0.28399999999999997,0.32100000000000001,0.44400000000000001
"Philbrook, Randy",SCRN,27,P,ML,3.9,10,15,11,6,142,0,0,0,274.33,144,118,310,49,2,31,11,9,1,14,0,138,119,0.27400000000000002,0.34200000000000003,0.40200000000000002
"Pinto, Merle",LOUI,34,P,ML,5.12,40,37,67,28,466,2,0,0,728,327,306,855,111,14,83,17,23,2,54,0,445,414,0.28100000000000003,0.34699999999999998,0.40899999999999997
"Piper, Colin",FRIS,34,P,ML,5.69,77,93,12,6,328,263,9,5,1503.33,985,415,1798,416,34,263,67,46,3,82,0,1009,951,0.28499999999999998,0.32900000000000001,0.48699999999999999
"Pippenger, Wesley",AUCK,33,P,ML,5.04,87,86,2,2,313,248,18,8,1486.67,533,535,1791,251,17,175,14,28,9,88,0,892,833,0.28699999999999998,0.34300000000000003,0.41599999999999998
"Pov, Trevor",AUCK,35,P,ML,5.04,42,35,212,68,552,0,0,0,668.33,495,176,748,175,13,131,38,17,3,40,0,400,374,0.27200000000000002,0.315,0.48699999999999999
"Quinn, Jack",MAIN,29,P,ML,4.41,55,42,0,1,163,153,3,3,847.33,522,187,936,184,17,106,32,12,4,42,0,437,415,0.26900000000000002,0.30599999999999999,0.42299999999999999
"Ramsey, John",NORW,31,P,ML,3.46,35,40,126,35,387,0,0,0,657.67,377,216,619,63,9,56,66,36,3,30,0,276,253,0.23899999999999999,0.29699999999999999,0.33500000000000002
"Ranft, Lenny",OMA,33,P,ML,5.15,57,63,14,12,314,155,2,1,1078.67,1231,462,1007,288,23,199,39,26,2,48,0,648,617,0.23699999999999999,0.312,0.45700000000000002
"Rasmussen, Lawrence",OKC,29,P,ML,4.76,35,25,2,2,134,98,3,0,580,295,221,666,123,7,67,19,19,1,40,0,337,307,0.27700000000000002,0.33800000000000002,0.41699999999999998
"Ray, Vaughn",MAHO,34,P,ML,5.27,89,132,1,2,368,350,13,5,1835.33,1279,798,2107,358,25,205,31,33,9,130,0,1136,1075,0.27700000000000002,0.34499999999999997,0.41099999999999998
"Re, James",OMA,28,P,ML,4.93,18,13,9,3,94,30,0,0,262.67,206,93,262,70,5,41,12,5,4,14,0,157,144,0.25,0.311,0.443
"Reimenschneider, Jay",EDMO,34,P,ML,4.29,121,92,1,2,321,314,26,11,2042.33,1310,677,2045,376,38,266,33,28,11,114,0,1028,974,0.25,0.308,0.40300000000000002
"Repetti, Cameron",LAKE,34,P,ML,4.79,63,57,17,9,342,139,3,3,1064.33,660,419,1253,159,8,102,80,34,2,56,0,603,566,0.28199999999999997,0.34399999999999997,0.39
"Riker, William",RICH,24,P,ML,7.45,1,0,0,0,11,0,0,0,9.67,5,1,21,5,0,2,0,1,2,2,0,9,8,0.42,0.43099999999999999,0.64
"Ristig, Joe",ELP,29,P,ML,4.76,28,21,9,6,195,30,0,0,440.33,224,117,532,63,6,47,9,11,3,42,0,245,233,0.28699999999999998,0.32900000000000001,0.40400000000000003
"Robinson, Mike",ERIE,26,P,ML,6.37,0,1,0,2,18,0,0,0,29.67,29,11,48,9,1,1,0,1,1,2,0,21,21,0.35,0.39900000000000002,0.45300000000000001
"Rocher, Harvey",ROCK,31,P,ML,4.08,33,39,175,41,390,1,0,0,507,306,190,603,54,3,30,13,12,1,14,0,250,230,0.28399999999999997,0.34300000000000003,0.35499999999999998
"Roddy, Rowdy",PORT,24,P,ML,2.34,3,1,0,0,5,5,0,0,34.67,27,5,45,5,0,3,1,2,0,4,0,9,9,0.30199999999999999,0.32500000000000001,0.39600000000000002
"Rogers, Santiago",TEX,35,P,ML,5.19,116,83,4,3,343,308,7,6,1700,856,511,2049,313,31,226,179,60,8,84,0,1029,980,0.28699999999999998,0.33400000000000002,0.434
"Rortugal, Dwigt",MAHO,27,P,ML,6.67,10,13,1,1,49,32,0,0,176.67,109,109,230,34,3,19,8,4,1,18,0,138,131,0.30299999999999999,0.39,0.43
"Rossi, Darryl",DAY,31,P,ML,5,44,39,1,6,164,123,6,3,750.33,448,209,858,148,6,110,54,24,3,40,0,438,417,0.27600000000000002,0.32200000000000001,0.434
"Rothrock, Keagan",MIDL,30,P,ML,4.03,66,55,0,0,162,162,17,8,1044.67,619,440,904,209,18,99,36,17,3,68,0,506,468,0.224,0.3,0.35799999999999998
"Roy, Jean-Yves",MAIN,30,P,ML,3.51,22,28,170,33,283,7,1,1,354,206,118,341,61,11,27,21,11,4,12,0,150,138,0.24299999999999999,0.30199999999999999,0.36
"Salisbury, Wade",OKC,27,P,ML,4.34,4,3,13,3,77,0,0,0,91.33,62,23,93,13,3,16,2,0,1,10,0,45,44,0.253,0.29699999999999999,0.436
"Salvant, Charlie",SCRN,28,P,ML,5.39,31,41,1,0,109,105,6,3,585.66999999999996,452,219,652,144,16,111,10,14,4,20,0,389,351,0.27100000000000002,0.33100000000000002,0.48199999999999998
"SanDiego, Carmen",PORT,26,P,ML,4.72,14,9,0,1,45,43,2,1,248,143,60,281,43,3,26,11,10,3,16,0,137,130,0.27400000000000002,0.314,0.39800000000000002
"Santiago, Robert",DAY,31,P,ML,4.63,7,16,12,8,154,0,0,0,246.67,88,56,274,51,7,37,13,7,3,14,0,134,127,0.27,0.308,0.44400000000000001
"Sanz, Eugene",BANG,29,P,ML,5.37,36,49,6,3,176,141,5,0,782.33,459,227,960,148,17,115,23,23,1,46,0,492,467,0.28999999999999998,0.33600000000000002,0.45
"Schmal, Anthony",LOUI,25,P,ML,5.34,5,2,0,0,16,11,0,0,60.67,27,22,75,5,0,10,5,2,0,2,0,40,36,0.29199999999999998,0.34799999999999998,0.42799999999999999
"Schnackenberg, Peyton",SF,38,P,ML,4.34,110,91,46,8,459,318,4,2,1907.67,1431,753,1981,323,16,211,77,49,6,92,0,995,920,0.25700000000000001,0.32300000000000001,0.38500000000000001
"Schoeck, Otis",SCRN,23,P,ML,2.95,2,3,0,0,6,6,0,0,36.67,17,10,41,8,2,2,0,3,0,0,0,18,12,0.27200000000000002,0.317,0.39100000000000001
"Schoolman, Jesse",CASP,30,P,ML,4.8600000000000003,3,5,4,2,62,0,0,0,74,59,19,84,9,3,12,1,4,0,2,0,45,40,0.27500000000000002,0.317,0.441
"Schroeder, Boyd",BANG,30,P,ML,4.5199999999999996,50,45,4,3,153,127,12,2,814.33,476,262,898,175,19,96,22,14,2,34,0,438,409,0.26900000000000002,0.32200000000000001,0.41899999999999998
"Schroll, Cal",MIDL,26,P,ML,5.58,8,7,0,0,34,31,1,1,163,57,55,211,39,1,19,1,2,1,14,0,109,101,0.30099999999999999,0.35199999999999998,0.441
"Scott, Mark",LAKE,26,P,ML,5.4,0,1,1,1,3,0,0,0,1.67,1,2,2,1,0,0,0,0,0,0,0,1,1,0.28599999999999998,0.44400000000000001,0.42899999999999999
"Sebek, Dale",SF,33,P,ML,4.76,80,77,0,0,275,243,12,4,1493.33,758,664,1616,209,16,154,25,34,4,84,0,822,789,0.26500000000000001,0.33700000000000002,0.38
"Shaffer, Tom",ROCK,31,P,ML,4.2300000000000004,24,16,18,8,257,0,0,0,447,276,162,477,90,5,59,30,15,2,14,0,226,210,0.26200000000000001,0.32300000000000001,0.41499999999999998
"Shakespeare, William",SUGR,29,P,ML,4.82,48,72,0,1,183,182,6,2,1049.67,943,533,1004,240,21,148,54,33,7,76,0,603,562,0.24199999999999999,0.32800000000000001,0.41699999999999998
"Shooter, Hipp",LOUI,28,P,ML,5.1100000000000003,33,47,5,4,188,110,1,1,658.33,324,246,829,65,4,49,26,18,4,46,0,394,374,0.29599999999999999,0.35199999999999998,0.374
"Simmoms, Anthony",MAHO,28,P,ML,5.85,2,4,10,3,69,0,0,0,103,50,48,143,27,2,12,1,1,3,14,0,83,67,0.316,0.38200000000000001,0.46500000000000002
"Simmons, Bill",TEX,32,P,ML,4.92,20,11,21,10,189,0,0,0,270.67,78,90,302,44,5,41,11,10,0,10,0,156,148,0.27100000000000002,0.32600000000000001,0.43
"Smith, Winston",NORW,23,P,ML,8.48,0,3,0,0,10,10,0,0,40.33,11,13,79,10,1,1,2,1,0,4,0,41,38,0.39500000000000002,0.432,0.47
"Snowden, Vernon",FRIS,32,P,ML,4.63,30,36,21,15,350,18,0,0,651.33000000000004,463,250,692,123,11,89,16,5,2,32,0,352,335,0.26200000000000001,0.32500000000000001,0.41699999999999998
"Snyder, Seth",EDMO,32,P,ML,5.48,61,59,3,10,257,133,4,2,938.67,441,402,1150,178,26,106,66,42,6,70,0,630,572,0.28999999999999998,0.35499999999999998,0.42799999999999999
"Stanger, Gordon (10)",FRIS,25,P,ML,4.88,1,3,3,4,52,0,0,0,59,20,38,72,8,0,6,2,2,0,8,0,42,32,0.28899999999999998,0.38300000000000001,0.39400000000000002
"Stearman, Ron",PEOR,29,P,ML,4.2,19,15,19,3,219,2,0,0,342.67,204,148,370,67,4,22,11,8,5,24,0,176,160,0.26500000000000001,0.33500000000000002,0.36599999999999999
"Stephenson, Philip",OMA,36,P,ML,4.9800000000000004,98,122,26,11,454,238,12,6,1851,1216,753,1959,385,32,275,127,79,14,92,0,1109,1025,0.26100000000000001,0.32800000000000001,0.43
"Stickney, Ron",SF,34,P,ML,6.61,9,4,15,11,85,0,0,0,126.67,67,48,157,39,1,31,4,6,1,14,0,96,93,0.29199999999999998,0.35,0.54200000000000004
"Stjohn, James",NORW,31,P,ML,5.25,34,31,10,9,270,57,2,0,622,228,166,790,117,15,78,35,14,2,42,0,384,363,0.29699999999999999,0.33900000000000002,0.441
"Stone, Otha",SCRN,29,P,ML,6.07,25,35,10,4,129,67,2,0,433,195,114,600,84,9,59,14,13,4,26,0,314,292,0.316,0.35499999999999998,0.46300000000000002
"Sullivan, Brian",LAKE,30,P,ML,5.51,36,27,15,2,191,80,3,1,559,449,218,629,147,9,95,11,11,4,46,0,369,342,0.27300000000000002,0.33600000000000002,0.46800000000000003
"Surprise, Pumpkin (8)",CASP,31,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Suyama, Johnny",IDA,32,P,ML,4.66,43,37,18,15,400,41,3,2,956.33,388,338,1146,175,17,110,43,34,6,66,0,561,495,0.28499999999999998,0.34100000000000003,0.42
"Swafford, Steve",MAIN,30,P,ML,6.55,1,4,4,1,36,4,1,0,45.33,42,15,69,16,0,10,4,1,0,0,0,37,33,0.33700000000000002,0.38200000000000001,0.56100000000000005
"Talamantes, Herschel",LV,25,P,ML,7.27,0,1,0,0,5,5,0,0,26,9,8,42,8,1,3,0,0,0,2,0,21,21,0.35,0.39100000000000001,0.50800000000000001
"Tang, Nathan",OMA,31,P,ML,5.1100000000000003,48,59,9,9,238,126,3,3,825.33,445,279,968,144,10,116,60,34,5,48,0,518,469,0.28100000000000003,0.33500000000000002,0.43
"Tarvin, Antoine",CASP,31,P,ML,4.58,80,73,4,3,265,222,13,9,1380.33,981,475,1415,307,25,182,56,26,3,62,0,740,702,0.255,0.313,0.41699999999999998
"Tat, Irv",IDA,33,P,ML,4.47,85,76,12,5,310,245,5,3,1420.67,935,491,1495,230,29,139,102,64,10,80,0,770,706,0.26,0.318,0.38200000000000001
"Taylor, Grover",LV,30,P,ML,5.43,9,11,20,9,147,0,0,0,165.67,78,76,202,36,5,16,1,2,2,10,0,102,100,0.28899999999999998,0.35899999999999999,0.42299999999999999
"Teitsworth, Elijah",RICH,30,P,ML,4.2300000000000004,29,12,20,14,271,0,0,0,355.33,267,115,390,73,5,42,20,13,0,18,0,183,167,0.26800000000000002,0.32100000000000001,0.41099999999999998
"Telimus, Vis",RICH,32,P,ML,4.54,75,81,9,5,270,224,6,2,1349.33,1079,473,1447,212,12,130,79,45,9,72,0,732,681,0.26300000000000001,0.32200000000000001,0.377
"Terrell, Carlos",DAY,26,P,ML,5.46,1,2,0,2,27,0,0,0,29.67,7,19,27,5,0,0,0,0,0,2,0,18,18,0.23300000000000001,0.34100000000000003,0.27600000000000002
"Terrell, Clifford",CHES,26,P,ML,5,2,2,6,1,50,0,0,0,72,27,18,89,9,0,7,1,2,0,10,0,44,40,0.29199999999999998,0.33100000000000002,0.39
"Thompson, John",NORW,28,P,ML,5.74,19,16,14,6,166,27,0,0,366.67,136,112,483,70,10,47,15,13,3,38,0,255,234,0.30499999999999999,0.35099999999999998,0.45100000000000001
"Thompson, Morgan",EDMO,25,P,ML,4.88,12,12,0,0,37,37,0,0,201,115,89,208,46,2,23,4,4,1,10,0,122,109,0.25600000000000001,0.33,0.40300000000000002
"Thornton, Frederick",ROCK,29,P,ML,7.18,1,1,2,0,34,0,0,0,36.33,12,8,55,13,1,5,0,1,0,4,0,32,29,0.33500000000000002,0.36599999999999999,0.51800000000000002
"Tippett, Mike",IDA,26,P,ML,5.09,5,2,3,1,57,0,0,0,88.33,28,31,119,21,2,12,3,1,0,6,0,50,50,0.31,0.36099999999999999,0.46899999999999997
"Tirone, Kenneth (25)",PEOR,28,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Tofu, Killer",PORT,26,P,ML,4.32,6,5,6,1,49,10,0,0,114.67,88,38,123,22,0,12,6,7,0,4,0,56,55,0.26300000000000001,0.31900000000000001,0.38800000000000001
"Tran, Bobby",LV,32,P,ML,4.8600000000000003,68,94,25,12,334,222,8,2,1406.33,952,284,1595,378,27,211,43,31,3,62,0,827,759,0.27400000000000002,0.308,0.45800000000000002
"Turner, Cameron",LOUI,28,P,ML,4.8899999999999997,53,32,0,0,132,132,4,1,771,269,234,949,123,13,67,62,44,1,36,0,449,419,0.29099999999999998,0.33800000000000002,0.39800000000000002
"Turner, Ferric",TEX,32,P,ML,5.03,46,56,4,7,222,115,1,1,815.67,620,467,790,157,15,114,28,20,5,74,0,481,456,0.24399999999999999,0.33900000000000002,0.40699999999999997
"Tyus, Gerald",TEX,31,P,ML,4.84,34,25,10,9,233,42,3,1,564,220,218,649,98,9,58,31,15,2,32,0,319,303,0.27700000000000002,0.33900000000000002,0.40100000000000002
"Veil, Ryan (10)",LV,30,P,ML,4.43,23,21,12,9,192,29,0,0,473,149,135,553,98,9,43,22,14,4,40,0,261,233,0.28000000000000003,0.32700000000000001,0.40500000000000003
"Veres, Stew",ALTO,29,P,ML,4.4000000000000004,67,51,0,0,163,163,14,7,993.67,530,211,1189,151,14,112,69,46,5,38,0,533,486,0.28499999999999998,0.32,0.40899999999999997
"Voorheis, Steve",PEOR,29,P,ML,5.62,18,23,2,4,108,56,1,1,359,134,160,417,90,6,39,10,4,3,22,0,240,224,0.27900000000000003,0.34899999999999998,0.42599999999999999
"Vrieze, Anton",ROCK,32,P,ML,4.75,11,13,9,9,243,0,0,0,339.33,258,154,356,68,5,54,7,9,2,38,0,187,179,0.25900000000000001,0.33400000000000002,0.434
"Wallace, Wallace",NORW,24,P,ML,5.76,7,11,0,0,35,35,0,0,170.33,80,54,215,44,2,17,3,1,2,2,0,115,109,0.29599999999999999,0.34499999999999997,0.433
"Wallington, Williams (13)",LAKE,32,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Ward, Tom",PEOR,24,P,ML,5.23,1,2,0,0,5,4,0,0,20.67,10,8,21,3,0,6,0,0,0,0,0,12,12,0.253,0.31900000000000001,0.50600000000000001
"Watkins, Jason",SUGR,31,P,ML,6.2,2,7,3,2,68,7,0,0,97.33,45,51,112,29,2,18,0,1,2,14,0,71,67,0.27700000000000002,0.35799999999999998,0.49299999999999999
"Welles, Jackie",BANG,30,P,ML,4.8499999999999996,40,35,21,17,228,52,2,0,617.66999999999996,447,183,686,158,9,85,25,13,4,34,0,361,333,0.27,0.31900000000000001,0.44
"Welschmeyer, Larry",ERIE,36,P,ML,4.54,92,84,13,21,431,193,7,3,1573.33,830,417,1730,353,31,237,17,13,6,60,0,861,794,0.26800000000000002,0.313,0.443
"Whitehead, Elden",CASP,30,P,ML,4.75,16,13,5,5,237,0,0,0,373.33,332,141,386,73,8,49,14,5,0,18,0,205,197,0.25600000000000001,0.32,0.41299999999999998
"William, Chris",BANG,30,P,ML,4.3,57,49,3,7,195,138,11,7,928,492,321,986,149,14,97,24,19,5,48,0,481,443,0.26200000000000001,0.31900000000000001,0.38600000000000001
"Williams, Dan",ALTO,29,P,ML,4.87,18,22,9,14,220,0,0,0,369.67,181,119,416,75,8,56,5,5,2,26,0,207,200,0.27300000000000002,0.32500000000000001,0.443
"Williams, Frederick",ELP,32,P,ML,4.17,42,19,20,15,375,0,0,0,668.33,370,181,743,105,10,71,38,25,3,50,0,336,310,0.27,0.315,0.39300000000000002
"Williams, Greg",ERIE,29,P,ML,5.46,28,33,3,2,114,96,2,1,525.66999999999996,329,188,642,110,7,62,9,11,4,36,0,348,319,0.28899999999999998,0.34499999999999997,0.42899999999999999
"Wilson, Goldie",WISC,30,P,ML,4.26,30,15,10,13,253,0,0,0,521.66999999999996,241,189,616,58,3,35,13,14,1,34,0,262,247,0.28199999999999997,0.34,0.36
"Wilson, Troy",CHES,32,P,ML,3.28,57,33,40,24,462,0,0,0,972.67,410,176,1100,106,9,58,82,43,8,54,0,392,355,0.27400000000000002,0.30399999999999999,0.34799999999999998
"Wollner, Donnie",NORW,27,P,ML,5.21,2,12,11,6,93,0,0,0,131.33000000000001,50,49,161,31,1,19,4,1,1,10,0,82,76,0.28999999999999998,0.34799999999999998,0.45200000000000001
"Wolodarsky, Sucre",CHES,30,P,ML,4.5,52,52,2,1,174,151,14,9,974.67,277,245,1144,142,18,109,54,23,3,52,0,523,487,0.28100000000000003,0.32200000000000001,0.40500000000000003
"Wong, Marcelino",BANG,30,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Wood, Gilbert",SUGR,28,P,ML,6.23,8,13,0,0,37,34,0,0,180.67,103,68,234,40,2,19,6,2,0,20,0,128,125,0.30199999999999999,0.35799999999999998,0.432
"Wow, Pizza",ELP,29,P,ML,4.3600000000000003,20,18,28,20,246,1,0,0,406.33,169,157,457,47,4,42,26,22,1,32,0,212,197,0.27300000000000002,0.33500000000000002,0.38100000000000001
"Wyatt, Bray",OKC,31,P,ML,3.47,145,62,0,0,268,268,50,20,1848.67,848,454,1890,233,19,140,79,44,9,74,0,769,712,0.254,0.29699999999999999,0.34699999999999998
"Ziebarth, Brady",OKC,30,P,ML,4.47,73,61,0,0,205,204,15,7,1201,720,323,1367,194,28,146,24,20,3,56,0,650,597,0.27500000000000002,0.31900000000000001,0.41299999999999998
"Zurly-Light, Don",OKC,26,P,ML,3.37,9,12,1,1,45,19,0,0,144.33000000000001,78,38,156,23,1,11,2,2,1,4,0,70,54,0.26500000000000001,0.309,0.36299999999999999
