Name,Team,Age,Pos,Level,ERA,W,L,SV,BS,G,GS,CG,SHO,IP,K,BB,H,2B,3B,HR,SB,CS,BK,WP,PO,R,ER,AVG,OBP,SLG
"Pederson, Jim",MIDL,29,P,ML,4.54,11,6,12,5,123,0,0,0,261.67,79,86,282,45,2,32,11,8,1,16,0,146,132,0.26400000000000001,0.31900000000000001,0.4
"Peiper, Ira",ALTO,28,P,ML,5.1100000000000003,5,7,4,2,105,0,0,0,153.33000000000001,63,50,175,34,3,20,12,1,1,4,0,97,87,0.27600000000000002,0.32800000000000001,0.433
"Pena, Walter",MAHO,30,P,ML,4.46,30,22,0,0,73,70,4,0,429.67,292,121,468,80,6,48,19,10,2,18,0,224,213,0.26600000000000001,0.314,0.40100000000000002
"Pennypacker, H.E.",WISC,35,P,ML,5.51,11,18,2,0,74,44,0,0,272.67,128,74,339,77,9,42,5,5,1,24,0,186,167,0.29299999999999998,0.33500000000000002,0.48399999999999999
"Peregrino, Antoine",ROCK,31,P,ML,4.74,6,11,9,7,109,0,0,0,153.66999999999999,110,37,172,35,2,25,2,2,0,12,0,85,81,0.27200000000000002,0.312,0.45200000000000001
"Perez, Rube",ROCK,32,P,ML,4.34,2,0,1,0,30,0,0,0,37.33,10,12,47,2,1,3,2,2,0,6,0,20,18,0.29599999999999999,0.34499999999999997,0.377
"Perrins, Jesus",SF,27,P,ML,6.06,14,16,11,9,141,0,0,0,243.67,163,115,297,63,5,35,8,7,1,10,0,173,164,0.28899999999999998,0.36,0.46200000000000002
"Perry, Cody",OMA,35,P,ML,5.0999999999999996,12,8,5,5,91,21,0,0,174.67,91,37,207,38,3,30,9,4,1,10,0,105,99,0.28299999999999997,0.318,0.46600000000000003
"Philbrook, Randy",SCRN,27,P,ML,3.9,10,15,11,6,142,0,0,0,274.33,144,118,310,49,2,31,11,9,1,14,0,138,119,0.27400000000000002,0.34200000000000003,0.40200000000000002
"Pinto, Merle",LOUI,34,P,ML,4.83,10,7,18,3,115,0,0,0,151,47,61,164,20,1,12,6,6,0,6,0,88,81,0.26600000000000001,0.33200000000000002,0.36
"Piper, Colin",FRIS,34,P,ML,7.5,8,28,3,1,76,66,1,1,307,196,98,427,101,11,64,11,7,0,18,0,271,256,0.317,0.36299999999999999,0.55000000000000004
"Pippenger, Wesley",AUCK,33,P,ML,6.12,6,10,1,1,55,21,2,1,156,60,50,221,29,1,15,3,4,2,6,0,109,106,0.32100000000000001,0.36699999999999999,0.43099999999999999
"Pov, Trevor",AUCK,35,P,ML,4.55,10,3,5,4,133,0,0,0,203.67,155,52,219,55,4,37,8,6,0,14,0,106,103,0.26400000000000001,0.307,0.47299999999999998
"Quinn, Jack",MAIN,29,P,ML,4.37,24,20,0,0,78,69,1,1,407.67,276,93,453,83,8,54,14,8,2,24,0,207,198,0.27,0.309,0.42599999999999999
"Ramsey, John",NORW,31,P,ML,3.44,11,17,12,6,120,0,0,0,262,163,70,257,30,1,21,25,14,2,16,0,104,100,0.246,0.29399999999999998,0.33700000000000002
"Ranft, Lenny",OMA,33,P,ML,4.74,18,11,9,4,112,22,0,0,298,329,106,261,91,4,51,16,9,1,6,0,166,157,0.22600000000000001,0.29099999999999998,0.44400000000000001
"Rasmussen, Lawrence",OKC,29,P,ML,5.14,15,13,1,1,73,49,0,0,287,153,122,349,75,2,34,7,10,0,16,0,186,164,0.28799999999999998,0.35399999999999998,0.438
"Ray, Vaughn",MAHO,34,P,ML,5.72,16,22,1,2,73,55,1,0,306.67,165,138,357,65,2,41,6,3,1,16,0,199,195,0.28000000000000003,0.35,0.43
"Re, James",OMA,28,P,ML,4.93,18,13,9,3,94,30,0,0,262.67,206,93,262,70,5,41,12,5,4,14,0,157,144,0.25,0.311,0.443
"Reimenschneider, Jay",EDMO,34,P,ML,4,24,23,0,2,66,64,4,1,425.33,274,138,398,85,9,53,6,4,3,22,0,193,189,0.23799999999999999,0.29599999999999999,0.39400000000000002
"Repetti, Cameron",LAKE,34,P,ML,6.05,7,8,7,2,61,21,0,0,144.33000000000001,79,66,181,25,1,16,19,2,1,6,0,100,97,0.29499999999999998,0.36299999999999999,0.41699999999999998
"Riker, William",RICH,24,P,ML,7.45,1,0,0,0,11,0,0,0,9.67,5,1,21,5,0,2,0,1,2,2,0,9,8,0.42,0.43099999999999999,0.64
"Ristig, Joe",ELP,29,P,ML,4.97,15,9,7,2,126,0,0,0,230,128,51,278,35,4,28,5,4,2,34,0,132,127,0.28699999999999998,0.32300000000000001,0.41799999999999998
"Robinson, Mike",ERIE,26,P,ML,6.37,0,1,0,2,18,0,0,0,29.67,29,11,48,9,1,1,0,1,1,2,0,21,21,0.35,0.39900000000000002,0.45300000000000001
"Rocher, Harvey",ROCK,31,P,ML,3.07,8,7,70,8,107,0,0,0,108.33,67,44,109,11,0,8,4,1,0,0,0,41,37,0.251,0.32,0.33200000000000002
"Roddy, Rowdy",PORT,24,P,ML,2.34,3,1,0,0,5,5,0,0,34.67,27,5,45,5,0,3,1,2,0,4,0,9,9,0.30199999999999999,0.32500000000000001,0.39600000000000002
"Rogers, Santiago",TEX,35,P,ML,4.99,27,23,0,0,68,68,2,1,368,190,101,419,65,5,51,25,5,5,20,0,214,204,0.27500000000000002,0.32,0.42499999999999999
"Rortugal, Dwigt",MAHO,27,P,ML,7.07,7,10,1,1,38,21,0,0,126,75,80,159,24,3,12,6,3,0,10,0,106,99,0.29599999999999999,0.38700000000000001,0.41899999999999998
"Rossi, Darryl",DAY,31,P,ML,5.01,24,20,0,1,66,63,5,2,363,198,107,416,64,2,58,25,7,1,18,0,215,202,0.27600000000000002,0.32400000000000001,0.437
"Rothrock, Keagan",MIDL,30,P,ML,3.7,35,24,0,0,71,71,11,4,489,291,194,430,108,8,38,28,9,2,22,0,230,201,0.22700000000000001,0.29799999999999999,0.35199999999999998
"Roy, Jean-Yves",MAIN,30,P,ML,3.03,11,8,53,14,99,3,0,0,136.66999999999999,77,37,127,25,6,10,9,2,1,2,0,51,46,0.23599999999999999,0.28599999999999998,0.36099999999999999
"Salisbury, Wade",OKC,27,P,ML,4.34,4,3,13,3,77,0,0,0,91.33,62,23,93,13,3,16,2,0,1,10,0,45,44,0.253,0.29699999999999999,0.436
"Salvant, Charlie",SCRN,28,P,ML,5.56,18,34,0,0,71,71,4,3,388.67,297,143,457,96,12,76,6,12,1,14,0,268,240,0.28199999999999997,0.34,0.496
"SanDiego, Carmen",PORT,26,P,ML,4.72,14,9,0,1,45,43,2,1,248,143,60,281,43,3,26,11,10,3,16,0,137,130,0.27400000000000002,0.314,0.39800000000000002
"Santiago, Robert",DAY,31,P,ML,4.6900000000000004,3,12,7,6,108,0,0,0,176.67,62,45,189,40,5,25,8,6,3,10,0,96,92,0.26300000000000001,0.30599999999999999,0.437
"Sanz, Eugene",BANG,29,P,ML,5.29,15,20,3,1,78,55,1,0,324.67,202,91,383,60,7,55,12,11,0,20,0,200,191,0.28199999999999997,0.32700000000000001,0.45800000000000002
"Schmal, Anthony",LOUI,25,P,ML,4.92,5,2,0,0,15,11,0,0,60.33,27,22,72,5,0,9,5,2,0,2,0,37,33,0.28499999999999998,0.34200000000000003,0.41099999999999998
"Schnackenberg, Peyton",SF,38,P,ML,5.7,12,19,3,0,76,48,0,0,268.33,188,107,337,58,2,32,6,6,1,16,0,183,170,0.29499999999999998,0.35499999999999998,0.433
"Schoeck, Otis",SCRN,23,P,ML,2.95,2,3,0,0,6,6,0,0,36.67,17,10,41,8,2,2,0,3,0,0,0,18,12,0.27200000000000002,0.317,0.39100000000000001
"Schoolman, Jesse",CASP,30,P,ML,3.98,2,0,2,1,35,0,0,0,43,29,9,51,3,3,7,0,0,0,2,0,23,19,0.28299999999999997,0.317,0.45
"Schroeder, Boyd",BANG,30,P,ML,4.45,28,24,3,1,73,66,6,2,424.67,251,146,432,83,11,49,14,6,1,18,0,232,210,0.253,0.312,0.40100000000000002
"Schroll, Cal",MIDL,26,P,ML,5.58,8,7,0,0,34,31,1,1,163,57,55,211,39,1,19,1,2,1,14,0,109,101,0.30099999999999999,0.35199999999999998,0.441
"Scott, Mark",LAKE,26,P,ML,5.4,0,1,1,1,3,0,0,0,1.67,1,2,2,1,0,0,0,0,0,0,0,1,1,0.28599999999999998,0.44400000000000001,0.42899999999999999
"Sebek, Dale",SF,33,P,ML,5.13,22,26,0,0,73,73,5,1,419.33,213,171,470,68,7,45,7,8,0,28,0,253,239,0.27200000000000002,0.33800000000000002,0.39800000000000002
"Shaffer, Tom",ROCK,31,P,ML,4.42,14,5,6,4,123,0,0,0,217.67,133,85,230,41,4,32,12,7,2,4,0,117,107,0.26,0.32500000000000001,0.42499999999999999
"Shakespeare, William",SUGR,29,P,ML,3.89,23,23,0,0,64,64,3,1,397.67,360,171,364,85,6,42,12,7,0,24,0,182,172,0.23400000000000001,0.31,0.377
"Shooter, Hipp",LOUI,28,P,ML,4.0599999999999996,18,12,5,4,101,23,0,0,270.33,136,99,294,15,2,20,16,9,2,12,0,128,122,0.26600000000000001,0.32600000000000001,0.33800000000000002
"Simmoms, Anthony",MAHO,28,P,ML,5.85,2,4,10,3,69,0,0,0,103,50,48,143,27,2,12,1,1,3,14,0,83,67,0.316,0.38200000000000001,0.46500000000000002
"Simmons, Bill",TEX,32,P,ML,4.41,10,5,6,2,71,0,0,0,118.33,37,39,120,10,2,17,0,4,0,2,0,58,58,0.253,0.309,0.38900000000000001
"Smith, Winston",NORW,23,P,ML,8.48,0,3,0,0,10,10,0,0,40.33,11,13,79,10,1,1,2,1,0,4,0,41,38,0.39500000000000002,0.432,0.47
"Snowden, Vernon",FRIS,32,P,ML,5.5,7,7,2,2,49,16,0,0,127.67,83,45,164,32,3,19,1,1,0,14,0,80,78,0.3,0.35299999999999998,0.47299999999999998
"Snyder, Seth",EDMO,32,P,ML,5.54,19,13,0,1,59,47,1,1,287.33,134,138,343,47,10,27,23,11,2,20,0,186,177,0.28499999999999998,0.35799999999999998,0.40699999999999997
"Stanger, Gordon (10)",FRIS,25,P,ML,4.88,1,3,3,4,52,0,0,0,59,20,38,72,8,0,6,2,2,0,8,0,42,32,0.28899999999999998,0.38300000000000001,0.39400000000000002
"Stearman, Ron",PEOR,29,P,ML,4.59,11,9,8,2,107,2,0,0,176.33,110,78,191,42,2,14,2,4,4,14,0,95,90,0.26500000000000001,0.33700000000000002,0.38800000000000001
"Stephenson, Philip",OMA,36,P,ML,5.64,14,28,5,1,84,52,0,0,301.33,186,127,334,79,3,39,27,11,5,24,0,201,189,0.27,0.33800000000000002,0.433
"Stickney, Ron",SF,34,P,ML,6.61,9,4,15,11,85,0,0,0,126.67,67,48,157,39,1,31,4,6,1,14,0,96,93,0.29199999999999998,0.35,0.54200000000000004
"Stjohn, James",NORW,31,P,ML,5.43,9,12,4,1,78,19,0,0,197.33,79,52,270,39,8,30,8,6,0,16,0,135,119,0.313,0.35199999999999998,0.48099999999999998
"Stone, Otha",SCRN,29,P,ML,6.37,18,29,0,0,76,66,2,0,342,164,85,491,70,7,49,7,11,3,16,0,259,242,0.32400000000000001,0.36,0.47599999999999998
"Sullivan, Brian",LAKE,30,P,ML,4.8899999999999997,10,7,13,1,87,6,0,0,136.33000000000001,112,44,152,41,2,23,2,2,1,10,0,77,74,0.27100000000000002,0.32400000000000001,0.47399999999999998
"Surprise, Pumpkin (8)",CASP,31,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Suyama, Johnny",IDA,32,P,ML,5.95,18,17,1,4,91,34,2,2,293.33,139,101,378,56,9,36,14,6,2,28,0,205,194,0.3,0.35199999999999998,0.44500000000000001
"Swafford, Steve",MAIN,30,P,ML,1.08,1,0,0,0,8,0,0,0,8.33,5,4,7,2,0,1,0,0,0,0,0,1,1,0.219,0.30599999999999999,0.375
"Talamantes, Herschel",LV,25,P,ML,7.27,0,1,0,0,5,5,0,0,26,9,8,42,8,1,3,0,0,0,2,0,21,21,0.35,0.39100000000000001,0.50800000000000001
"Tang, Nathan",OMA,31,P,ML,4.7699999999999996,16,16,6,2,89,31,0,0,253,137,87,280,46,2,34,17,10,1,16,0,146,134,0.26900000000000002,0.32600000000000001,0.41599999999999998
"Tarvin, Antoine",CASP,31,P,ML,3.98,28,18,0,0,71,71,6,4,449.67,323,154,425,83,12,54,27,6,1,10,0,212,199,0.24,0.3,0.39100000000000001
"Tat, Irv",IDA,33,P,ML,5.16,14,25,4,0,70,65,0,0,336.67,217,120,373,64,8,39,31,21,2,16,0,208,193,0.27,0.32800000000000001,0.41199999999999998
"Taylor, Grover",LV,30,P,ML,5.86,5,4,5,4,45,0,0,0,55.33,25,27,75,17,1,5,1,0,0,2,0,36,36,0.311,0.38100000000000001,0.45200000000000001
"Teitsworth, Elijah",RICH,30,P,ML,4.5999999999999996,16,4,12,7,124,0,0,0,162.33000000000001,124,45,187,36,4,21,4,5,0,12,0,84,83,0.27700000000000002,0.32300000000000001,0.436
"Telimus, Vis",RICH,32,P,ML,4.05,18,18,0,0,64,58,0,0,322.33,282,97,322,50,2,33,11,12,2,18,0,152,145,0.25,0.30199999999999999,0.36899999999999999
"Terrell, Carlos",DAY,26,P,ML,5.46,1,2,0,2,27,0,0,0,29.67,7,19,27,5,0,0,0,0,0,2,0,18,18,0.23300000000000001,0.34100000000000003,0.27600000000000002
"Terrell, Clifford",CHES,26,P,ML,5,2,2,6,1,50,0,0,0,72,27,18,89,9,0,7,1,2,0,10,0,44,40,0.29199999999999998,0.33100000000000002,0.39
"Thompson, John",NORW,28,P,ML,5.13,12,7,14,6,130,0,0,0,221,85,60,280,37,5,27,9,5,1,30,0,140,126,0.29699999999999999,0.33900000000000002,0.433
"Thompson, Morgan",EDMO,25,P,ML,4.88,12,12,0,0,37,37,0,0,201,115,89,208,46,2,23,4,4,1,10,0,122,109,0.25600000000000001,0.33,0.40300000000000002
"Thornton, Frederick",ROCK,29,P,ML,16.88,0,0,0,0,5,0,0,0,2.67,0,1,9,3,0,1,0,0,0,0,0,5,5,0.52900000000000003,0.55600000000000005,0.88200000000000001
"Tippett, Mike",IDA,26,P,ML,5.09,5,2,3,1,57,0,0,0,88.33,28,31,119,21,2,12,3,1,0,6,0,50,50,0.31,0.36099999999999999,0.46899999999999997
"Tirone, Kenneth (25)",PEOR,28,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
