Name,Team,Age,Pos,Level,ERA,W,L,SV,BS,G,GS,CG,SHO,IP,K,BB,H,2B,3B,HR,SB,CS,BK,WP,PO,R,ER,AVG,OBP,SLG
"Stearman, Ron",PEOR,29,P,ML,5.74,7,5,3,2,44,2,0,0,80,55,42,98,11,2,8,1,1,1,6,0,52,51,0.28999999999999998,0.36799999999999999,0.40500000000000003
"Stephenson, Philip",OMA,36,P,ML,5.49,10,15,2,1,38,29,0,0,160.66999999999999,93,63,174,47,2,19,17,5,3,16,0,107,98,0.26500000000000001,0.33,0.43
"Stickney, Ron",SF,34,P,ML,6.65,5,3,14,10,65,0,0,0,86.67,47,26,110,22,0,24,3,4,1,4,0,67,64,0.29699999999999999,0.34300000000000003,0.55100000000000005
"Stjohn, James",NORW,31,P,ML,5.27,5,8,2,1,38,19,0,0,136.66999999999999,57,38,178,25,7,21,6,5,0,8,0,91,80,0.30299999999999999,0.34499999999999997,0.47599999999999998
"Stone, Otha",SCRN,29,P,ML,6.2,9,11,0,0,34,34,2,0,162.66999999999999,71,42,227,33,3,21,2,7,3,4,0,117,112,0.317,0.35499999999999998,0.46
"Sullivan, Brian",LAKE,30,P,ML,5.0599999999999996,6,1,6,0,41,0,0,0,53.33,38,21,56,14,0,10,1,1,0,2,0,30,30,0.25900000000000001,0.32500000000000001,0.46300000000000002
"Surprise, Pumpkin (8)",CASP,31,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Suyama, Johnny",IDA,32,P,ML,6.47,8,7,1,2,41,11,0,0,114,49,43,165,26,4,17,3,2,1,6,0,87,82,0.32500000000000001,0.378,0.49299999999999999
"Swafford, Steve",MAIN,30,P,ML,2.4500000000000002,0,0,0,0,3,0,0,0,3.67,2,3,6,2,0,1,0,0,0,0,0,1,1,0.35299999999999998,0.45,0.64700000000000002
"Talamantes, Herschel",LV,25,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Tang, Nathan",OMA,31,P,ML,5.25,7,9,0,0,30,23,0,0,132,74,51,154,19,1,17,12,6,1,4,0,80,77,0.28000000000000003,0.34100000000000003,0.41099999999999998
"Tarvin, Antoine",CASP,31,P,ML,4.63,10,11,0,0,32,32,2,1,202.33,142,76,208,38,5,29,14,2,1,6,0,109,104,0.255,0.31900000000000001,0.42099999999999999
"Tat, Irv",IDA,33,P,ML,5.56,4,16,0,0,33,33,0,0,162,106,48,195,35,6,22,21,14,2,10,0,106,100,0.28599999999999998,0.33300000000000002,0.45200000000000001
"Taylor, Grover",LV,30,P,ML,10.54,1,2,2,0,11,0,0,0,13.67,5,8,26,6,0,1,1,0,0,0,0,16,16,0.38800000000000001,0.45300000000000001,0.52200000000000002
"Teitsworth, Elijah",RICH,30,P,ML,5.01,4,3,7,2,51,0,0,0,59.33,46,20,69,13,2,9,0,0,0,4,0,34,33,0.27900000000000003,0.33300000000000002,0.45700000000000002
"Telimus, Vis",RICH,32,P,ML,3.76,9,8,0,0,28,28,0,0,146,138,43,147,18,1,11,6,4,2,10,0,67,61,0.251,0.30299999999999999,0.34200000000000003
"Terrell, Carlos",DAY,26,P,ML,6.75,0,1,0,1,18,0,0,0,18.670000000000002,3,15,16,2,0,0,0,0,0,0,0,14,14,0.222,0.35599999999999998,0.25
"Terrell, Clifford",CHES,26,P,ML,4.91,2,0,6,1,42,0,0,0,51.33,13,15,68,8,0,6,1,1,0,8,0,32,28,0.30599999999999999,0.35,0.42299999999999999
"Thompson, John",NORW,28,P,ML,5.77,4,5,10,3,65,0,0,0,117,41,30,153,18,5,17,4,4,1,24,0,78,75,0.30399999999999999,0.34300000000000003,0.46
"Thompson, Morgan",EDMO,25,P,ML,4.59,11,10,0,0,32,32,0,0,178.33,105,77,183,38,2,20,3,4,1,10,0,104,91,0.255,0.32700000000000001,0.39700000000000002
"Thornton, Frederick",ROCK,29,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Tippett, Mike",IDA,26,P,ML,4.5199999999999996,4,1,3,1,48,0,0,0,79.67,23,24,102,18,2,11,1,1,0,6,0,40,40,0.29899999999999999,0.34499999999999997,0.46
"Tirone, Kenneth (25)",PEOR,28,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Tofu, Killer",PORT,26,P,ML,4.57,6,5,4,1,35,10,0,0,86.67,77,27,98,18,0,10,6,6,0,4,0,45,44,0.27400000000000002,0.32500000000000001,0.40799999999999997
"Tran, Bobby",LV,32,P,ML,4.26,9,9,0,0,33,33,3,1,196.33,143,34,220,56,7,25,6,4,1,18,0,102,93,0.27200000000000002,0.30099999999999999,0.45100000000000001
"Turner, Cameron",LOUI,28,P,ML,5.03,11,9,0,0,33,33,0,0,202.33,61,59,262,35,7,18,18,16,1,10,0,124,113,0.30099999999999999,0.34599999999999997,0.42
"Turner, Ferric",TEX,32,P,ML,4.78,9,7,0,0,26,26,0,0,133.66999999999999,97,62,134,24,3,17,6,3,0,12,0,73,71,0.25,0.32800000000000001,0.40200000000000002
"Tyus, Gerald",TEX,31,P,ML,4.32,9,2,3,1,33,5,1,1,75,31,34,71,12,1,10,2,0,0,4,0,37,36,0.24,0.318,0.38900000000000001
"Veil, Ryan (10)",LV,30,P,ML,4.84,9,11,0,0,29,29,0,0,161.66999999999999,50,39,198,35,7,17,6,3,1,12,0,94,87,0.28999999999999998,0.32800000000000001,0.436
"Veres, Stew",ALTO,29,P,ML,3.44,16,12,0,0,35,35,3,2,214.33,127,47,228,27,6,18,9,12,2,4,0,93,82,0.26200000000000001,0.3,0.36899999999999999
"Voorheis, Steve",PEOR,29,P,ML,6.42,5,8,0,0,33,23,0,0,127.67,57,62,161,34,2,13,2,0,1,18,0,96,91,0.29599999999999999,0.36799999999999999,0.438
"Vrieze, Anton",ROCK,32,P,ML,4.09,4,1,2,1,43,0,0,0,66,61,24,73,13,0,12,1,2,0,4,0,30,30,0.26900000000000002,0.32900000000000001,0.45
"Wallace, Wallace",NORW,24,P,ML,5.92,5,9,0,0,26,26,0,0,121.67,57,48,150,36,1,7,1,1,2,0,0,85,80,0.29099999999999998,0.35199999999999998,0.40600000000000003
"Wallington, Williams (13)",LAKE,32,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Ward, Tom",PEOR,24,P,ML,54,0,0,0,0,1,0,0,0,0.33,0,1,1,0,0,1,0,0,0,0,0,2,2,0.5,0.66700000000000004,2
"Watkins, Jason",SUGR,31,P,ML,6.61,0,4,1,1,15,5,0,0,31.33,11,15,36,10,1,8,0,1,1,6,0,25,23,0.27700000000000002,0.35199999999999998,0.55400000000000005
"Welles, Jackie",BANG,30,P,ML,5.48,7,10,4,0,42,21,1,0,154.33000000000001,108,61,170,47,1,17,2,3,0,10,0,97,94,0.26900000000000002,0.33300000000000002,0.42699999999999999
"Welschmeyer, Larry",ERIE,36,P,ML,6.25,3,1,0,3,22,1,0,0,40.33,24,7,63,16,0,7,1,1,0,2,0,28,28,0.34200000000000003,0.36599999999999999,0.54300000000000004
"Whitehead, Elden",CASP,30,P,ML,6.29,4,5,0,2,55,0,0,0,97.33,82,35,108,26,1,11,5,3,0,2,0,69,68,0.27,0.32900000000000001,0.42199999999999999
"William, Chris",BANG,30,P,ML,4.1399999999999997,7,6,3,6,52,4,1,1,119.67,68,37,125,19,4,11,3,6,1,12,0,57,55,0.25800000000000001,0.311,0.38200000000000001
"Williams, Dan",ALTO,29,P,ML,5.04,6,3,2,2,47,0,0,0,85.67,44,36,99,22,1,13,1,0,0,8,0,49,48,0.27800000000000002,0.34399999999999997,0.45500000000000002
"Williams, Frederick",ELP,32,P,ML,2.87,5,3,7,2,54,0,0,0,69,27,19,75,8,2,9,4,5,0,4,0,31,22,0.26600000000000001,0.312,0.40400000000000003
"Williams, Greg",ERIE,29,P,ML,6.27,7,12,0,0,32,27,0,0,145,91,54,186,30,1,17,2,5,1,6,0,105,101,0.3,0.35599999999999998,0.433
"Wilson, Goldie",WISC,30,P,ML,5.34,5,4,0,2,49,0,0,0,113,49,39,145,13,0,11,3,1,0,8,0,72,67,0.3,0.35199999999999998,0.39500000000000002
"Wilson, Troy",CHES,32,P,ML,3.44,6,5,2,3,62,0,0,0,136,50,24,167,14,3,9,8,2,1,12,0,56,52,0.28999999999999998,0.31900000000000001,0.372
"Wollner, Donnie",NORW,27,P,ML,3.71,1,1,6,0,34,0,0,0,51,20,18,57,10,0,4,0,0,1,6,0,22,21,0.27100000000000002,0.32900000000000001,0.376
"Wolodarsky, Sucre",CHES,30,P,ML,4.24,12,12,0,0,33,33,4,1,223,68,55,251,27,5,27,13,4,1,12,0,118,105,0.27300000000000002,0.314,0.40100000000000002
"Wong, Marcelino",BANG,30,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Wood, Gilbert",SUGR,28,P,ML,5.96,7,11,0,0,32,29,0,0,158.66999999999999,96,60,196,31,1,17,6,2,0,14,0,107,105,0.29199999999999998,0.35,0.41699999999999998
"Wow, Pizza",ELP,29,P,ML,2.97,5,2,8,4,56,0,0,0,97,43,38,95,12,1,8,5,11,1,6,0,37,32,0.246,0.314,0.34499999999999997
"Wyatt, Bray",OKC,31,P,ML,3.27,23,5,0,0,33,33,11,2,256,126,45,283,33,1,20,14,3,3,14,0,99,93,0.26900000000000002,0.29899999999999999,0.36
"Ziebarth, Brady",OKC,30,P,ML,4.08,12,7,0,0,33,33,1,0,203,131,53,225,34,8,20,5,4,0,8,0,106,92,0.27,0.313,0.40200000000000002
"Zurly-Light, Don",OKC,26,P,ML,3.46,6,11,1,1,41,15,0,0,119.67,64,34,131,18,1,11,2,1,1,4,0,61,46,0.26700000000000002,0.315,0.376
